Particle Photoelectic H2Form H2Pumping H2Photodis CIPhotoion Cosmic-Rays Turbulence Chemistry Gas-Grain Coulomb Total 
26 6.11766E-17 9.18573E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
27 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
28 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
29 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
30 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
31 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
32 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
33 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
34 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
35 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
36 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
37 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
38 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
39 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
40 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
41 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
42 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
43 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
44 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
45 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
46 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23715E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
47 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
48 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
49 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
50 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
51 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
52 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
53 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
54 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
55 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
56 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
57 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
58 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
59 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
60 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
61 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
62 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
63 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
64 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
65 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
66 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
67 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
68 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
69 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
70 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
71 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
72 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
73 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
74 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
75 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
76 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
77 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
78 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
79 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
80 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
81 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
82 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
83 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
84 6.11766E-17 9.18574E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
85 6.11766E-17 9.18575E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
86 6.11766E-17 9.18575E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
87 6.11766E-17 9.18575E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
88 6.11766E-17 9.18575E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
89 6.11766E-17 9.18575E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
90 6.11766E-17 9.18575E-19 1.14661E-17 2.45042E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
91 6.11766E-17 9.18575E-19 1.14661E-17 2.45043E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
92 6.11766E-17 9.18575E-19 1.14661E-17 2.45043E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
93 6.11766E-17 9.18575E-19 1.14661E-17 2.45043E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
94 6.11766E-17 9.18575E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
95 6.11766E-17 9.18575E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
96 6.11766E-17 9.18575E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18045E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
97 6.11766E-17 9.18575E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15075E-24 -1.04457E-18 0.00000E+00 7.27650E-17
98 6.11766E-17 9.18576E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
99 6.11766E-17 9.18576E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
100 6.11766E-17 9.18576E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
101 6.11766E-17 9.18576E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
102 6.11766E-17 9.18576E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
103 6.11766E-17 9.18577E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
104 6.11766E-17 9.18577E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
105 6.11766E-17 9.18577E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
106 6.11766E-17 9.18577E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
107 6.11766E-17 9.18577E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
108 6.11766E-17 9.18577E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18046E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
109 6.11766E-17 9.18578E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
110 6.11766E-17 9.18578E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15074E-24 -1.04457E-18 0.00000E+00 7.27650E-17
111 6.11765E-17 9.18578E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27650E-17
112 6.11765E-17 9.18578E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
113 6.11765E-17 9.18578E-19 1.14662E-17 2.45043E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
114 6.11765E-17 9.18578E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
115 6.11765E-17 9.18579E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
116 6.11765E-17 9.18579E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
117 6.11765E-17 9.18579E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
118 6.11765E-17 9.18579E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
119 6.11765E-17 9.18579E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
120 6.11765E-17 9.18579E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18047E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
121 6.11765E-17 9.18580E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
122 6.11765E-17 9.18580E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
123 6.11765E-17 9.18580E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15073E-24 -1.04457E-18 0.00000E+00 7.27651E-17
124 6.11765E-17 9.18580E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
125 6.11765E-17 9.18580E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
126 6.11765E-17 9.18581E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
127 6.11765E-17 9.18581E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
128 6.11765E-17 9.18581E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
129 6.11765E-17 9.18581E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
130 6.11765E-17 9.18581E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
131 6.11765E-17 9.18581E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
132 6.11765E-17 9.18582E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
133 6.11765E-17 9.18582E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18048E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
134 6.11765E-17 9.18582E-19 1.14662E-17 2.45044E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
135 6.11765E-17 9.18582E-19 1.14662E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
136 6.11765E-17 9.18582E-19 1.14662E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15072E-24 -1.04457E-18 0.00000E+00 7.27651E-17
137 6.11765E-17 9.18582E-19 1.14662E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04457E-18 0.00000E+00 7.27651E-17
138 6.11765E-17 9.18583E-19 1.14662E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04457E-18 0.00000E+00 7.27651E-17
139 6.11765E-17 9.18583E-19 1.14662E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04457E-18 0.00000E+00 7.27651E-17
140 6.11765E-17 9.18583E-19 1.14662E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04457E-18 0.00000E+00 7.27651E-17
141 6.11765E-17 9.18583E-19 1.14663E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
142 6.11765E-17 9.18583E-19 1.14663E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
143 6.11765E-17 9.18584E-19 1.14663E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
144 6.11765E-17 9.18584E-19 1.14663E-17 2.45045E-19 3.23716E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
145 6.11765E-17 9.18584E-19 1.14663E-17 2.45045E-19 3.23717E-21 1.18049E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
146 6.11765E-17 9.18584E-19 1.14663E-17 2.45045E-19 3.23717E-21 1.18050E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
147 6.11765E-17 9.18584E-19 1.14663E-17 2.45045E-19 3.23717E-21 1.18050E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
148 6.11765E-17 9.18584E-19 1.14663E-17 2.45045E-19 3.23717E-21 1.18050E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
149 6.11765E-17 9.18585E-19 1.14663E-17 2.45045E-19 3.23717E-21 1.18050E-28 2.21359E-23 2.15071E-24 -1.04456E-18 0.00000E+00 7.27651E-17
150 6.11765E-17 9.18585E-19 1.14663E-17 2.45045E-19 3.23717E-21 1.18050E-28 2.21359E-23 2.15070E-24 -1.04456E-18 0.00000E+00 7.27651E-17
151 6.11765E-17 9.18585E-19 1.14663E-17 2.45045E-19 3.23717E-21 1.18050E-28 2.21359E-23 2.15070E-24 -1.04456E-18 0.00000E+00 7.27651E-17
152 6.11765E-17 9.18585E-19 1.14663E-17 2.45045E-19 3.23717E-21 1.18050E-28 2.21359E-23 2.15070E-24 -1.04456E-18 0.00000E+00 7.27651E-17
